borough,bin_no,house_no,street_name,job_no,zip_code,job_start_date,owners_business_type,non-profit,latitude,longitude,point,in_nyc,in_borough,bct2020,total_complaints,closest_subway,closest_subway_line,subway_count_tenth_mi,subway_count_half_mi,subway_count_one_mi,subway_count_two_five_mi,hist_dist_name,in_hist_dist,closest_park,name_closest_park,park_count_tenth_mi,park_count_half_mi,park_count_one_mi,park_count_two_five_mi,pop_20,hhpop_20p,gq_20p,instgq_20p,avhhsz_20,popu18_20p,hsp_20p,wnh_20p,bnh_20p,anh_20p,onh_20p,nh2pl_20p,hunits_20,ochu_20p,vachu_20p
QUEENS,4464519,513,BROWNS BLVD,421924564,11697,2020-10-16,CORPORATION,N,40.566583,-73.892908,POINT (-73.892908 40.566583),1.0,QUEENS,4091603,7,3.240008498366921,H,0,0,0,0,none,0,1.447039520782782,Marine Park,0,0,0,7,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623395,8,ESSEX WALK,421910187,11697,2020-06-23,CORPORATION,N,40.556938,-73.916052,POINT (-73.916052 40.556938),1.0,QUEENS,4091603,14,2.882178807137105,B-Q,0,0,0,0,none,0,1.459116293194977,Marine Park,0,0,0,12,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4529998,15,BAYSIDE,421801214,11697,2020-06-23,CORPORATION,N,40.56376,-73.914367,POINT (-73.914367 40.56376),1.0,QUEENS,4091603,10,2.736992730227251,B-Q,0,0,0,0,none,0,1.1035876810915888,Marine Park,0,0,0,14,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623407,170,OCEAN AVENUE,421796881,11697,2020-07-27,CORPORATION,N,40.556697,-73.917244,POINT (-73.917244 40.556697),1.0,QUEENS,4091603,9,2.835717697037776,B-Q,0,0,0,0,none,0,1.4655100575523956,Marine Park,0,0,0,12,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4464513,507,BROWNS BOULEVARD,421754033,11697,2020-08-10,CORPORATION,N,40.566767,-73.893088,POINT (-73.893088 40.566767),1.0,QUEENS,4091603,7,3.2453052253549037,H,0,0,0,0,none,0,1.4330628251055912,Marine Park,0,0,0,7,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623411,135,REID AVENUE,421861239,11697,2020-08-19,CORPORATION,N,40.559445,-73.910514,POINT (-73.910514 40.559445),1.0,QUEENS,4091603,27,3.063157408767013,B-Q,0,0,0,0,none,0,1.376045388793812,Marine Park,0,0,0,9,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623243,11,HUDSON WALK,421800466,11697,2020-08-19,CORPORATION,N,40.557316,-73.918585,POINT (-73.918585 40.557316),1.0,QUEENS,4091603,14,2.7487363526683763,B-Q,0,0,0,0,none,0,1.4268706583333086,Marine Park,0,0,0,14,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4466205,153,REID AV,421661712,11697,2020-09-14,CORPORATION,N,40.558731,-73.910566,POINT (-73.910566 40.558731),1.0,QUEENS,4091603,25,3.083678180514487,B-Q,0,0,0,0,none,0,1.4132068940240263,Marine Park,0,0,0,9,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623414,7,DEVON WALK,421656461,11697,2020-09-08,CORPORATION,N,40.556902,-73.915523,POINT (-73.915523 40.556902),1.0,QUEENS,4091603,17,2.9085222967271447,B-Q,0,0,0,0,none,0,1.4645481716639113,Marine Park,0,0,0,12,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4464649,214-13,PALMER DRIVE,421747319,11697,2020-10-05,CORPORATION,N,40.561483,-73.924112,POINT (-73.924112 40.561483),1.0,QUEENS,4091603,5,2.3279599511276965,B-Q,0,0,0,9,none,0,1.1457573519834718,Manhattan Beach Park,0,0,0,19,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623164,850,MARSHALL AVENUE,421799423,11697,2020-10-07,CORPORATION,N,40.562569,-73.913911,POINT (-73.913911 40.562569),1.0,QUEENS,4091603,39,2.7968814412232432,B-Q,0,0,0,0,none,0,1.1717376251918192,Marine Park,0,0,0,14,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623564,177,BEDFORD AVENUE,421945006,11697,2020-10-13,CORPORATION,N,40.557852,-73.913068,POINT (-73.913068 40.557852),1.0,QUEENS,4091603,23,2.9910875299150796,B-Q,0,0,0,0,none,0,1.4328768285445452,Marine Park,0,0,0,10,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4464276,300,HILLSIDE AVENUE,421558969,11697,2020-10-20,PARTNERSHIP,N,40.56693,-73.891133,POINT (-73.891133 40.56693),1.0,QUEENS,4091603,25,3.1386235226994144,H,0,0,0,0,none,0,1.483283956984895,Neponsit Mall,0,0,0,7,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623179,221-06,BREEZY POINT BLVD,421298777,11697,2019-12-17,CORPORATION,N,40.554344,-73.928967,POINT (-73.928967 40.554344),1.0,QUEENS,4091603,14,2.43364668268992,B-Q,0,0,0,8,none,0,1.308897153455386,Manhattan Beach Park,0,0,0,18,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623463,212,OCEANSIDE AVENUE,421693206,11697,2020-11-02,CORPORATION,N,40.55663,-73.912019,POINT (-73.912019 40.55663),1.0,QUEENS,4091603,6,3.0856585771014435,B-Q,0,0,0,0,none,0,1.508530934120912,Marine Park,0,0,0,10,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623191,16,ESSEX WALK,421782084,11697,2020-11-19,CORPORATION,N,40.556598,-73.916157,POINT (-73.916157 40.556598),1.0,QUEENS,4091603,13,2.8904141658014897,B-Q,0,0,0,0,none,0,1.4768807838368918,Marine Park,0,0,0,12,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623464,410,SEABREEZE WALK,421680504,11697,2020-12-03,CORPORATION,N,40.560889,-73.921518,POINT (-73.921518 40.560889),1.0,QUEENS,4091603,9,2.474058412190256,B-Q,0,0,0,4,none,0,1.2275117380365297,Marine Park,0,0,0,17,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623663,320,HILLSIDE AVENUE ROCKAWAYS,421858760,11697,2020-12-15,CORPORATION,N,40.566819,-73.88974,POINT (-73.88974 40.566819),1.0,QUEENS,4091603,33,3.0680754704925097,H,0,0,0,0,none,0,1.408286373245636,Neponsit Mall,0,0,0,7,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623216,156,OCEANSIDE AVENUE,420667380,11697,2020-12-16,CORPORATION,N,40.55812,-73.918566,POINT (-73.918566 40.55812),1.0,QUEENS,4091603,8,2.7182313505080313,B-Q,0,0,0,0,none,0,1.3831866124216656,Marine Park,0,0,0,14,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623171,27,GRAHAM PLACE,421906414,11697,2020-12-18,CORPORATION,N,40.557484,-73.912377,POINT (-73.912377 40.557484),1.0,QUEENS,4091603,19,3.0376328124423098,B-Q,0,0,0,0,none,0,1.4591563146986408,Marine Park,0,0,0,10,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623665,810,BAYSIDE AVE,421766583,11697,2021-01-08,CORPORATION,N,40.563586,-73.913417,POINT (-73.913417 40.563586),1.0,QUEENS,4091603,25,2.787190777859774,B-Q,0,0,0,0,none,0,1.1218588559570628,Marine Park,0,0,0,14,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4466632,9,BEACH 212 ST,421766574,11697,2021-03-01,CORPORATION,N,40.559813,-73.921519,POINT (-73.921519 40.559813),1.0,QUEENS,4091603,11,2.5140068872026915,B-Q,0,0,0,0,none,0,1.2861536520302428,Marine Park,0,0,0,16,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4465842,156,OCEAN AVE,421948110,11697,2021-03-10,CORPORATION,N,40.557287,-73.917063,POINT (-73.917063 40.557287),1.0,QUEENS,4091603,11,2.8211196276567763,B-Q,0,0,0,0,none,0,1.4343612264182604,Marine Park,0,0,0,12,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623338,375,BAYSIDE DRIVE,440616745,11697,2021-03-19,CORPORATION,N,40.567572,-73.893749,POINT (-73.893749 40.567572),1.0,QUEENS,4091603,5,3.2626701732064505,H,0,0,0,0,none,0,1.3762952316635675,Marine Park,0,0,0,7,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4466581,190,BEDFORD AVE,440632665,11697,2021-03-31,CORPORATION,N,40.557474,-73.913137,POINT (-73.913137 40.557474),1.0,QUEENS,4091603,21,3.001255600449948,B-Q,0,0,0,0,none,0,1.4525596379633403,Marine Park,0,0,0,10,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623209,27,OLIVE WALK,420667273,11697,2021-04-07,CORPORATION,N,40.556649,-73.922408,POINT (-73.922408 40.556649),1.0,QUEENS,4091603,10,2.601763403596748,B-Q,0,0,0,0,none,0,1.400764901260086,Manhattan Beach Park,0,0,0,15,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623264,11,ESSEX WALK,421146334,11697,2021-04-15,CORPORATION,N,40.556765,-73.916085,POINT (-73.916085 40.556765),1.0,QUEENS,4091603,14,2.887304040259153,B-Q,0,0,0,0,none,0,1.4682763123117406,Marine Park,0,0,0,12,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4467035,129,ARCADIA WALK,421766887,11697,2021-05-04,CORPORATION,N,40.558964,-73.913599,POINT (-73.913599 40.558964),1.0,QUEENS,4091603,24,2.926475414825678,B-Q,0,0,0,0,none,0,1.3682900851255355,Marine Park,0,0,0,11,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623207,28,FULTON WALK,420667111,11697,2021-05-05,CORPORATION,N,40.556676,-73.917769,POINT (-73.917769 40.556676),1.0,QUEENS,4091603,9,2.812133469888213,B-Q,0,0,0,0,none,0,1.4645060046101186,Marine Park,0,0,0,13,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4465718,163,OCEANSIDE AVE,440618002,11697,2021-05-19,CORPORATION,N,40.558285,-73.9192,POINT (-73.9192 40.558285),1.0,QUEENS,4091603,17,2.682020059010212,B-Q,0,0,0,0,none,0,1.3722988404593766,Marine Park,0,0,0,14,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623554,19,GOTHAM WALK,440665781,11697,2021-06-07,CORPORATION,N,40.557109,-73.918129,POINT (-73.918129 40.557109),1.0,QUEENS,4091603,11,2.778175532214494,B-Q,0,0,0,0,none,0,1.439676483297523,Marine Park,0,0,0,13,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623510,14,FULTON WALK,440658405,11697,2021-07-30,CORPORATION,N,40.557153,-73.917621,POINT (-73.917621 40.557153),1.0,QUEENS,4091603,10,2.800158462386389,B-Q,0,0,0,0,none,0,1.4391240465286985,Marine Park,0,0,0,13,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4620373,187,BAYSIDE AVENUE,440642912,11697,2021-09-22,CORPORATION,N,40.567602,-73.890354,POINT (-73.890354 40.567602),1.0,QUEENS,4091603,28,3.0823169301051823,H,0,0,0,0,none,0,1.438051392952456,Neponsit Mall,0,0,0,7,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4464647,948,BAYSIDE,440664416,11697,2021-12-01,CORPORATION,N,40.561768,-73.918915,POINT (-73.918915 40.561768),1.0,QUEENS,4091603,10,2.57050826632296,B-Q,0,0,0,0,none,0,1.183601840340844,Marine Park,0,0,0,16,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4620409,20,FULTON WALK,440606694,11697,2022-01-13,CORPORATION,N,40.556947,-73.917686,POINT (-73.917686 40.556947),1.0,QUEENS,4091603,10,2.805229853038455,B-Q,0,0,0,0,none,0,1.4500733942537385,Marine Park,0,0,0,13,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4465273,47,REID AVE,440661320,11697,2022-02-24,CORPORATION,N,40.562778,-73.91119,POINT (-73.91119 40.562778),1.0,QUEENS,4091603,26,2.9220799428966764,B-Q,0,0,0,0,none,0,1.1908321128981676,Marine Park,0,0,0,13,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4464668,36,REID AVE,440626887,11697,2022-04-14,CORPORATION,N,40.563083,-73.911377,POINT (-73.911377 40.563083),1.0,QUEENS,4091603,32,2.9008427259610947,B-Q,0,0,0,0,none,0,1.1722748689062736,Marine Park,0,0,0,14,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4464385,144,ROXBURY AVENUE,421413884,11697,2019-02-07,CORPORATION,N,40.567073,-73.888656,POINT (-73.888656 40.567073),1.0,QUEENS,4091603,29,3.005211948630501,H,0,0,0,0,none,0,1.3481445077165097,Neponsit Mall,0,0,0,10,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4529957,282,SEABREEZE AVE,421642066,11697,2018-10-24,CORPORATION,N,40.56737,-73.892198,POINT (-73.892198 40.56737),1.0,QUEENS,4091603,8,3.1848731936348886,H,0,0,0,0,none,0,1.4395473551449418,Marine Park,0,0,0,7,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4618784,21,HUDSON WALK,421667716,11697,2018-10-25,CORPORATION,N,40.556841,-73.91873,POINT (-73.91873 40.556841),1.0,QUEENS,4091603,14,2.7610008504007113,B-Q,0,0,0,0,none,0,1.4522558895231992,Marine Park,0,0,0,13,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4464363,128 1/2,ROXBURY AVE.,420664221,11697,2019-03-28,CONDO/CO-OP,N,40.567037,-73.887991,POINT (-73.887991 40.567037),1.0,QUEENS,4091603,17,2.9712562124637674,H,0,0,0,0,none,0,1.3122579767298224,Neponsit Mall,0,0,0,10,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623192,12,GRAHAM PLACE,421858216,11697,2019-10-07,CORPORATION,N,40.557415,-73.911615,POINT (-73.911615 40.557415),1.0,QUEENS,4091603,16,3.0770326644481294,B-Q,0,0,0,0,none,0,1.4709448574201283,Marine Park,0,0,0,10,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
QUEENS,4623541,192,BEDFORD AVE,440665861,11697,2021-06-07,CORPORATION,N,40.557405,-73.913144,POINT (-73.913144 40.557405),1.0,QUEENS,4091603,21,3.003405513293969,B-Q,0,0,0,0,none,0,1.4562034940269197,Marine Park,0,0,0,10,4456,1.0,0.0,0.0,2.35,0.1689999999999999,0.033,0.945,0.0,0.003,0.006,0.012,2804,0.6759999999999999,0.324
STATEN ISLAND,5083224,26,VAIL AVENUE,520375157,10309,2019-05-16,CORPORATION,N,40.516579,-74.21132,POINT (-74.21132 40.516579),1.0,STATEN ISLAND,5019800,23,0.5281618817897701,SIR,0,0,5,16,none,0,0.2794067356342165,Lemon Creek Park,0,2,9,36,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5092716,21,FINLAY AVENUE,520356016,10309,2018-11-16,INDIVIDUAL,N,40.520106,-74.205335,POINT (-74.205335 40.520106),1.0,STATEN ISLAND,5019800,20,0.4474292862273619,SIR,0,2,4,16,none,0,0.24392944957426935,Lemon Creek Park,0,2,7,41,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5171283,95,MANEE AVENUE,520375512,10309,2019-05-06,CORPORATION,N,40.522816,-74.206491,POINT (-74.206491 40.522816),1.0,STATEN ISLAND,5019800,7,0.3637401505149172,SIR,0,2,4,16,none,0,0.3953322042480328,Wolfe's Pond Park,0,4,10,40,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5171282,91,MANEE AVENUE,520375503,10309,2019-05-06,CORPORATION,N,40.522865,-74.206494,POINT (-74.206494 40.522865),1.0,STATEN ISLAND,5019800,7,0.3622598629542012,SIR,0,2,4,16,none,0,0.394727106158542,Wolfe's Pond Park,0,4,10,40,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5170531,326,SEGUINE AVENUE,520350593,10309,2018-11-29,CORPORATION,N,40.518301,-74.197053,POINT (-74.197053 40.518301),1.0,STATEN ISLAND,5019800,48,0.5355723917325694,SIR,0,0,2,14,none,0,0.10919532583347868,Lemon Creek Park,0,2,12,43,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5171032,445,DEISIUS STREET,520353260,10312,2019-01-09,CORPORATION,N,40.528741,-74.191149,POINT (-74.191149 40.528741),1.0,STATEN ISLAND,5019800,191,0.3320400042188632,SIR,0,1,3,14,none,0,0.10097903193925524,Huguenot Ponds Park,0,10,19,44,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5171030,441,DEISIUS STREET,520353251,10312,2019-01-09,CORPORATION,N,40.528793,-74.191027,POINT (-74.191027 40.528793),1.0,STATEN ISLAND,5019800,195,0.32971574413713517,SIR,0,1,3,14,none,0,0.09447049748853367,Huguenot Ponds Park,1,10,20,44,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5171034,449,DEISIUS STREET,520353279,10312,2019-01-10,CORPORATION,N,40.528689,-74.191271,POINT (-74.191271 40.528689),1.0,STATEN ISLAND,5019800,188,0.3345281463104838,SIR,0,1,3,14,none,0,0.10757944227913797,Huguenot Ponds Park,0,10,19,44,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5167220,76,VAN WYCK AVE,520286896,10309,2018-12-10,INDIVIDUAL,N,40.514901,-74.194878,POINT (-74.194878 40.514901),1.0,STATEN ISLAND,5019800,47,0.811095186982425,SIR,0,0,2,14,none,0,0.06834021969395263,Wolfe's Pond Park,1,2,8,43,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5082301,480,ARBUTUS AVENUE,520225140,10312,2020-06-15,INDIVIDUAL,N,40.522247,-74.179217,POINT (-74.179217 40.522247),1.0,STATEN ISLAND,5019800,1,1.0804568322098531,SIR,0,0,0,10,none,0,0.0353756324455456,Wolfe's Pond Park,2,6,12,39,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5164806,46,PATRICIA COURT,520199785,10309,2016-10-25,PARTNERSHIP,N,40.524178,-74.199844,POINT (-74.199844 40.524178),1.0,STATEN ISLAND,5019800,73,0.08162952870127504,SIR,1,2,5,16,none,0,0.035471835423553456,Wolfe's Pond Park,1,4,16,43,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5167961,38,MADERA STREET,520206660,10309,2017-10-18,CORPORATION,N,40.5263,-74.199782,POINT (-74.199782 40.5263),1.0,STATEN ISLAND,5019800,65,0.0897990152879839,SIR,1,2,5,16,none,0,0.04934165198171698,Wolfe's Pond Park,1,6,17,43,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5167962,42,MADERA STREET,520295154,10309,2017-10-18,CORPORATION,N,40.526245,-74.199746,POINT (-74.199746 40.526245),1.0,STATEN ISLAND,5019800,65,0.08807827017349616,SIR,2,2,5,16,none,0,0.045817671631205946,Wolfe's Pond Park,1,6,17,43,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5170178,12,FINLAY AVENUE,520309755,10309,2017-12-14,CORPORATION,N,40.520147,-74.205087,POINT (-74.205087 40.520147),1.0,STATEN ISLAND,5019800,20,0.4371276658675666,SIR,0,2,4,16,none,0,0.23781544192695164,Lemon Creek Park,0,2,8,41,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5169414,16,FINLAY AVENUE,520309746,10309,2017-12-14,CORPORATION,N,40.520117,-74.205213,POINT (-74.205213 40.520117),1.0,STATEN ISLAND,5019800,20,0.44288551284741096,SIR,0,2,4,16,none,0,0.24043929310622078,Lemon Creek Park,0,2,8,41,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5169728,24,MADERA STREET,520318727,10309,2018-01-26,CORPORATION,N,40.526686,-74.200049,POINT (-74.200049 40.526686),1.0,STATEN ISLAND,5019800,58,0.10618426971413777,SIR,0,2,5,16,none,0,0.07473460436476319,Wolfe's Pond Park,1,6,18,43,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5171880,28,MADERA STREET,520318736,10309,2018-01-26,CORPORATION,N,40.526588,-74.199981,POINT (-74.199981 40.526588),1.0,STATEN ISLAND,5019800,59,0.10133592823379932,SIR,0,2,5,16,none,0,0.06826694412840499,Wolfe's Pond Park,1,6,18,43,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5169727,32,MADERA STREET,520318745,10309,2018-01-26,CORPORATION,N,40.526382,-74.199836,POINT (-74.199836 40.526382),1.0,STATEN ISLAND,5019800,65,0.09269786795636901,SIR,1,2,5,16,none,0,0.05462172195521979,Wolfe's Pond Park,1,6,18,43,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5170382,29,FINLAY AVENUE,520292772,10309,2018-05-18,INDIVIDUAL,N,40.520056,-74.205558,POINT (-74.205558 40.520056),1.0,STATEN ISLAND,5019800,43,0.4576362912438956,SIR,0,2,4,16,none,0,0.2493919264833569,Lemon Creek Park,0,2,8,41,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5169643,11,CRESTON STREET,520259764,10309,2018-06-19,CORPORATION,N,40.519355,-74.207681,POINT (-74.207681 40.519355),1.0,STATEN ISLAND,5019800,18,0.5557618952559077,SIR,0,0,4,18,none,0,0.31541335399223486,Lemon Creek Park,0,1,8,40,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5170356,40,HERBERT STREET,520327012,10309,2018-07-23,CORPORATION,N,40.524859,-74.19985,POINT (-74.19985 40.524859),1.0,STATEN ISLAND,5019800,82,0.04877027428944708,SIR,2,2,5,16,none,0,0.01681205915143925,Wolfe's Pond Park,1,5,16,43,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5170357,44,HERBERT STREET,520327021,10309,2018-07-23,CORPORATION,N,40.524875,-74.199807,POINT (-74.199807 40.524875),1.0,STATEN ISLAND,5019800,80,0.05059705529928038,SIR,2,2,5,16,none,0,0.014367773971538931,Wolfe's Pond Park,1,5,17,43,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
STATEN ISLAND,5169840,72,PURDY PLACE,520315150,10309,2018-08-15,PARTNERSHIP,N,40.512826,-74.194365,POINT (-74.194365 40.512826),1.0,STATEN ISLAND,5019800,20,0.9620352756347494,SIR,0,0,2,13,none,0,0.042316049746286354,Wolfe's Pond Park,1,2,8,41,6627,0.988,0.012,0.003,2.84,0.206,0.088,0.828,0.01,0.053,0.003,0.019,2468,0.934,0.066
