,longitude,latitude,point
1097,-73.9755899986301,40.63344453357946,POINT (-73.9755899986301 40.63344453357946)
1098,-73.97915926241053,40.67472696190165,POINT (-73.97915926241053 40.67472696190165)
1101,-73.88491889171469,40.63009266957744,POINT (-73.88491889171469 40.63009266957744)
1102,-73.97492477204784,40.6159768373595,POINT (-73.97492477204784 40.6159768373595)
1103,-73.9847745275205,40.629111820486834,POINT (-73.9847745275205 40.629111820486834)
1104,-73.99836538645708,40.59635871060242,POINT (-73.99836538645708 40.59635871060242)
1105,-73.95149828793035,40.62853250528198,POINT (-73.95149828793035 40.62853250528198)
1106,-73.91796846160406,40.659333736444616,POINT (-73.91796846160406 40.659333736444616)
1107,-74.01873967607446,40.61990862334566,POINT (-74.01873967607446 40.61990862334566)
1108,-73.98304302984194,40.64396344739863,POINT (-73.98304302984194 40.64396344739863)
1110,-73.89772996413258,40.65666866573784,POINT (-73.89772996413258 40.65666866573784)
1111,-73.9155733368829,40.63951674428886,POINT (-73.9155733368829 40.63951674428886)
1112,-74.00379074065172,40.680576089246905,POINT (-74.00379074065172 40.680576089246905)
1113,-73.93216278936539,40.68610799711764,POINT (-73.93216278936539 40.68610799711764)
1114,-74.02526578138898,40.64661927460522,POINT (-74.02526578138898 40.64661927460522)
1115,-74.01016622176752,40.63543140945584,POINT (-74.01016622176752 40.63543140945584)
1117,-73.93110243945127,40.58771422954516,POINT (-73.93110243945127 40.58771422954516)
1118,-73.93532576330716,40.720785426412654,POINT (-73.93532576330716 40.720785426412654)
1119,-73.86696268020427,40.66062610418592,POINT (-73.86696268020427 40.66062610418592)
1120,-73.87262605221045,40.64047803604084,POINT (-73.87262605221045 40.64047803604084)
1121,-73.92595758099033,40.665421725543546,POINT (-73.92595758099033 40.665421725543546)
1122,-73.94606344630581,40.72507014570898,POINT (-73.94606344630581 40.72507014570898)
1123,-73.99583105684796,40.62512744381266,POINT (-73.99583105684796 40.62512744381266)
1124,-73.97076034446364,40.6774947658479,POINT (-73.97076034446364 40.6774947658479)
1125,-74.0022336627829,40.61905736676663,POINT (-74.0022336627829 40.61905736676663)
1126,-73.98719687439285,40.67059564350529,POINT (-73.98719687439285 40.67059564350529)
1127,-73.92234481967085,40.67016663449854,POINT (-73.92234481967085 40.67016663449854)
1128,-73.87367303392739,40.673132761588455,POINT (-73.87367303392739 40.673132761588455)
1129,-73.95805152075017,40.676558342237904,POINT (-73.95805152075017 40.676558342237904)
1130,-73.89289549163081,40.64784780371006,POINT (-73.89289549163081 40.64784780371006)
1131,-74.0157187208949,40.66460021211913,POINT (-74.0157187208949 40.66460021211913)
1132,-73.99361920617697,40.624395467676045,POINT (-73.99361920617697 40.624395467676045)
1133,-73.98512159547148,40.622069067469646,POINT (-73.98512159547148 40.622069067469646)
1134,-73.99920952003721,40.640136541388,POINT (-73.99920952003721 40.640136541388)
1135,-73.94431778468021,40.639431237445365,POINT (-73.94431778468021 40.639431237445365)
1136,-73.99305822815661,40.59218358701823,POINT (-73.99305822815661 40.59218358701823)
1137,-73.91568341757558,40.70380702572297,POINT (-73.91568341757558 40.70380702572297)
1138,-74.00113585252134,40.60539286106524,POINT (-74.00113585252134 40.60539286106524)
1139,-73.9551924618594,40.64571103188323,POINT (-73.9551924618594 40.64571103188323)
1140,-74.00226983837572,40.65951904281933,POINT (-74.00226983837572 40.65951904281933)
1141,-74.01213395235756,40.62008677421195,POINT (-74.01213395235756 40.62008677421195)
1143,-74.00947082585711,40.63783736056392,POINT (-74.00947082585711 40.63783736056392)
1144,-73.90948051201325,40.62155212290927,POINT (-73.90948051201325 40.62155212290927)
1145,-73.9966834146051,40.67413458863008,POINT (-73.9966834146051 40.67413458863008)
1146,-73.96992154857683,40.68879966123847,POINT (-73.96992154857683 40.68879966123847)
1147,-73.93373029270141,40.71674063341297,POINT (-73.93373029270141 40.71674063341297)
1148,-74.00153135435129,40.62014204825741,POINT (-74.00153135435129 40.62014204825741)
1149,-73.92732860989018,40.68355959503518,POINT (-73.92732860989018 40.68355959503518)
1150,-73.91107447389753,40.68452209076913,POINT (-73.91107447389753 40.68452209076913)
1151,-73.94035469903557,40.65336171056255,POINT (-73.94035469903557 40.65336171056255)
1152,-73.96812499300793,40.624239405124825,POINT (-73.96812499300793 40.624239405124825)
1153,-73.89684070888084,40.59301834456849,POINT (-73.89684070888084 40.59301834456849)
1154,-73.91744006564693,40.69098643320827,POINT (-73.91744006564693 40.69098643320827)
1155,-73.87421337871811,40.676566176222686,POINT (-73.87421337871811 40.676566176222686)
1156,-74.01112468578927,40.61350330698624,POINT (-74.01112468578927 40.61350330698624)
1157,-73.93894908523956,40.613260359904935,POINT (-73.93894908523956 40.613260359904935)
1158,-73.98795661595716,40.68517916294607,POINT (-73.98795661595716 40.68517916294607)
1159,-73.9853953914951,40.58335671660182,POINT (-73.9853953914951 40.58335671660182)
1161,-73.9633691094633,40.6025225527566,POINT (-73.9633691094633 40.6025225527566)
1162,-73.95842909542871,40.6564844832207,POINT (-73.95842909542871 40.6564844832207)
1163,-73.88452360519392,40.675593589035856,POINT (-73.88452360519392 40.675593589035856)
1165,-73.9602948626841,40.68523602013214,POINT (-73.9602948626841 40.68523602013214)
1166,-73.95027090530515,40.71106695563525,POINT (-73.95027090530515 40.71106695563525)
1167,-73.84072699190044,40.6100773398576,POINT (-73.84072699190044 40.6100773398576)
1168,-73.927700793775,40.62263299508548,POINT (-73.927700793775 40.62263299508548)
1169,-73.99554716599526,40.62759564721212,POINT (-73.99554716599526 40.62759564721212)
1170,-73.90148425469269,40.65733636413991,POINT (-73.90148425469269 40.65733636413991)
1171,-73.8968136557455,40.67256608784616,POINT (-73.8968136557455 40.67256608784616)
1172,-73.96429604286325,40.71670300191195,POINT (-73.96429604286325 40.71670300191195)
1173,-73.95158131844117,40.66127455628616,POINT (-73.95158131844117 40.66127455628616)
1174,-73.99688017366483,40.601216439825,POINT (-73.99688017366483 40.601216439825)
1176,-73.88167943869725,40.59115138500812,POINT (-73.88167943869725 40.59115138500812)
1177,-73.94319725076508,40.63563588902401,POINT (-73.94319725076508 40.63563588902401)
1178,-73.93723826261356,40.70720714442431,POINT (-73.93723826261356 40.70720714442431)
1179,-73.93344727719878,40.708948550301216,POINT (-73.93344727719878 40.708948550301216)
1180,-74.00760692959086,40.64760851671602,POINT (-74.00760692959086 40.64760851671602)
1181,-73.95465117153388,40.720671331624565,POINT (-73.95465117153388 40.720671331624565)
1182,-73.95471768532167,40.6681323201949,POINT (-73.95471768532167 40.6681323201949)
1183,-74.01000248430684,40.624385616722925,POINT (-74.01000248430684 40.624385616722925)
1184,-73.92325286195833,40.58783546550155,POINT (-73.92325286195833 40.58783546550155)
1185,-73.95431830025049,40.65915677194541,POINT (-73.95431830025049 40.65915677194541)
1186,-73.86467967425797,40.64802800847876,POINT (-73.86467967425797 40.64802800847876)
1187,-74.00722904355665,40.64355787061664,POINT (-74.00722904355665 40.64355787061664)
1188,-73.93965472227057,40.58391367154551,POINT (-73.93965472227057 40.58391367154551)
1189,-73.95175571204564,40.664974041586895,POINT (-73.95175571204564 40.664974041586895)
1190,-73.87324041356247,40.656316226704085,POINT (-73.87324041356247 40.656316226704085)
1192,-73.91248648521069,40.64968659891597,POINT (-73.91248648521069 40.64968659891597)
1193,-73.95733903994933,40.65209904150409,POINT (-73.95733903994933 40.65209904150409)
1194,-73.99271434771467,40.66320359555905,POINT (-73.99271434771467 40.66320359555905)
1195,-73.91826900790886,40.67844389232739,POINT (-73.91826900790886 40.67844389232739)
1196,-73.9911766445589,40.5753235725544,POINT (-73.9911766445589 40.5753235725544)
1198,-73.86615254135833,40.589019998951926,POINT (-73.86615254135833 40.589019998951926)
1199,-74.03818043325728,40.63562899219637,POINT (-74.03818043325728 40.63562899219637)
1200,-74.01906853462522,40.617305122653065,POINT (-74.01906853462522 40.617305122653065)
1201,-73.95536206749455,40.6021246058353,POINT (-73.95536206749455 40.6021246058353)
1202,-73.9679332065432,40.687766903425086,POINT (-73.9679332065432 40.687766903425086)
1203,-74.01435548761587,40.62877851659818,POINT (-74.01435548761587 40.62877851659818)
1204,-73.86847326189705,40.62511294268539,POINT (-73.86847326189705 40.62511294268539)
1205,-73.91118245844878,40.63968565843299,POINT (-73.91118245844878 40.63968565843299)
1206,-73.90145124012832,40.59258044989466,POINT (-73.90145124012832 40.59258044989466)
1207,-73.96859122914198,40.69511162058564,POINT (-73.96859122914198 40.69511162058564)
1208,-73.97582218579201,40.68345594849769,POINT (-73.97582218579201 40.68345594849769)
1209,-73.9723064213632,40.64935891077436,POINT (-73.9723064213632 40.64935891077436)
1211,-73.8670312186772,40.66052689337727,POINT (-73.8670312186772 40.66052689337727)
1212,-74.00295952298956,40.63567558616493,POINT (-74.00295952298956 40.63567558616493)
1213,-74.00191292610057,40.66266916065516,POINT (-74.00191292610057 40.66266916065516)
1214,-73.9097951536633,40.64019761191847,POINT (-73.9097951536633 40.64019761191847)
1216,-73.92799402482181,40.65655985756413,POINT (-73.92799402482181 40.65655985756413)
1217,-73.92539316580222,40.67991139180064,POINT (-73.92539316580222 40.67991139180064)
1218,-73.90822404519993,40.60907050715599,POINT (-73.90822404519993 40.60907050715599)
1219,-73.84528022462843,40.623812054224665,POINT (-73.84528022462843 40.623812054224665)
1220,-73.91426723789951,40.68504557844721,POINT (-73.91426723789951 40.68504557844721)
1221,-73.94987322069129,40.58670636989076,POINT (-73.94987322069129 40.58670636989076)
1222,-73.88727507344151,40.65590267890401,POINT (-73.88727507344151 40.65590267890401)
1223,-73.95725814029981,40.60707951047478,POINT (-73.95725814029981 40.60707951047478)
1224,-74.01152259227835,40.667034772774855,POINT (-74.01152259227835 40.667034772774855)
1225,-73.93902410442688,40.713927183288455,POINT (-73.93902410442688 40.713927183288455)
1226,-73.99611725365882,40.58947934439185,POINT (-73.99611725365882 40.58947934439185)
1228,-73.97535875468272,40.60154165547031,POINT (-73.97535875468272 40.60154165547031)
1229,-73.88434061144143,40.68193546481268,POINT (-73.88434061144143 40.68193546481268)
1230,-73.8848136279648,40.599380797391824,POINT (-73.8848136279648 40.599380797391824)
1231,-73.93545026861635,40.703219901582194,POINT (-73.93545026861635 40.703219901582194)
1232,-73.98389615103392,40.66440074294606,POINT (-73.98389615103392 40.66440074294606)
1233,-74.00004772746613,40.63185741365604,POINT (-74.00004772746613 40.63185741365604)
1234,-73.94040682696303,40.64075898294931,POINT (-73.94040682696303 40.64075898294931)
1235,-73.92805056383301,40.67594092324151,POINT (-73.92805056383301 40.67594092324151)
1236,-73.9524051659366,40.68668867479905,POINT (-73.9524051659366 40.68668867479905)
1237,-73.93322746206998,40.67548103420021,POINT (-73.93322746206998 40.67548103420021)
1238,-73.95063786819931,40.58675531359093,POINT (-73.95063786819931 40.58675531359093)
1239,-73.93023876271566,40.66091137098774,POINT (-73.93023876271566 40.66091137098774)
1240,-73.91842312697725,40.67774144759713,POINT (-73.91842312697725 40.67774144759713)
1241,-73.88278418752928,40.66019193451884,POINT (-73.88278418752928 40.66019193451884)
1243,-74.02569983809526,40.612544725277225,POINT (-74.02569983809526 40.612544725277225)
1244,-73.87390539592485,40.69034469951057,POINT (-73.87390539592485 40.69034469951057)
1245,-73.88942282748985,40.66331362411425,POINT (-73.88942282748985 40.66331362411425)
1246,-73.9441088121971,40.71019148185691,POINT (-73.9441088121971 40.71019148185691)
1247,-73.98383772576187,40.635097724487125,POINT (-73.98383772576187 40.635097724487125)
1248,-73.91368118872812,40.69852777124265,POINT (-73.91368118872812 40.69852777124265)
1249,-73.92961173878825,40.71451464219502,POINT (-73.92961173878825 40.71451464219502)
1250,-74.00324133953775,40.68018683214064,POINT (-74.00324133953775 40.68018683214064)
1251,-73.91157920580557,40.62423411844276,POINT (-73.91157920580557 40.62423411844276)
1252,-73.8892460403188,40.67701208645918,POINT (-73.8892460403188 40.67701208645918)
1253,-73.98829490855609,40.57622291493215,POINT (-73.98829490855609 40.57622291493215)
1254,-73.90700971876194,40.65109759639622,POINT (-73.90700971876194 40.65109759639622)
1255,-73.94957885428505,40.68187107173687,POINT (-73.94957885428505 40.68187107173687)
1256,-73.9710456204554,40.69217928373158,POINT (-73.9710456204554 40.69217928373158)
1257,-73.9427305313681,40.7126042652847,POINT (-73.9427305313681 40.7126042652847)
1258,-73.9044623811094,40.66426333637261,POINT (-73.9044623811094 40.66426333637261)
1259,-73.86884472626171,40.65350634856744,POINT (-73.86884472626171 40.65350634856744)
1260,-73.94051643111275,40.59620734008641,POINT (-73.94051643111275 40.59620734008641)
1261,-74.02231075581852,40.619708598764,POINT (-74.02231075581852 40.619708598764)
1262,-74.01307969904447,40.6790054917471,POINT (-74.01307969904447 40.6790054917471)
1263,-73.93146306276248,40.71377211755807,POINT (-73.93146306276248 40.71377211755807)
1264,-74.01073520400199,40.631890012964405,POINT (-74.01073520400199 40.631890012964405)
1265,-73.86448452670508,40.58955030560535,POINT (-73.86448452670508 40.58955030560535)
1266,-73.9301133967401,40.68217169904413,POINT (-73.9301133967401 40.68217169904413)
1267,-73.99927370676339,40.6124925982088,POINT (-73.99927370676339 40.6124925982088)
1268,-73.86094578157552,40.598038644979866,POINT (-73.86094578157552 40.598038644979866)
1269,-73.9435666605925,40.60071427741007,POINT (-73.9435666605925 40.60071427741007)
1270,-73.97183637744033,40.62651130819825,POINT (-73.97183637744033 40.62651130819825)
1271,-73.84747466071553,40.63757940459189,POINT (-73.84747466071553 40.63757940459189)
1272,-73.97897027148124,40.62124588714367,POINT (-73.97897027148124 40.62124588714367)
1273,-74.0387948007919,40.620264115575935,POINT (-74.0387948007919 40.620264115575935)
1274,-73.98702455560068,40.65775501896192,POINT (-73.98702455560068 40.65775501896192)
1275,-73.99632121816343,40.60602421370918,POINT (-73.99632121816343 40.60602421370918)
1276,-73.87756494247633,40.68028622722198,POINT (-73.87756494247633 40.68028622722198)
1277,-73.86609889576134,40.68018306935127,POINT (-73.86609889576134 40.68018306935127)
1278,-73.9825414644344,40.68332292179263,POINT (-73.9825414644344 40.68332292179263)
1279,-73.90775777873766,40.65010597752167,POINT (-73.90775777873766 40.65010597752167)
1280,-73.92734073161864,40.713435918304754,POINT (-73.92734073161864 40.713435918304754)
1281,-73.99266002689306,40.66139790270768,POINT (-73.99266002689306 40.66139790270768)
1282,-73.9815161776764,40.62065048379256,POINT (-73.9815161776764 40.62065048379256)
1283,-73.94688527934672,40.66091423462702,POINT (-73.94688527934672 40.66091423462702)
1284,-73.95356770672463,40.63496913215421,POINT (-73.95356770672463 40.63496913215421)
1285,-73.9905025592149,40.66817468686964,POINT (-73.9905025592149 40.66817468686964)
1286,-73.92766570680133,40.65314657200079,POINT (-73.92766570680133 40.65314657200079)
1287,-73.90278435188665,40.61520171314011,POINT (-73.90278435188665 40.61520171314011)
1288,-74.0130256143975,40.63968913643991,POINT (-74.0130256143975 40.63968913643991)
1289,-73.92201111436245,40.68418592561561,POINT (-73.92201111436245 40.68418592561561)
1290,-73.90960669139864,40.642820132727394,POINT (-73.90960669139864 40.642820132727394)
1291,-74.00984051900204,40.68156003487709,POINT (-74.00984051900204 40.68156003487709)
1293,-73.89280083699046,40.591750873194535,POINT (-73.89280083699046 40.591750873194535)
1294,-73.92381237405066,40.61820003795626,POINT (-73.92381237405066 40.61820003795626)
1295,-73.96381911728366,40.61582168189196,POINT (-73.96381911728366 40.61582168189196)
1296,-74.01160931567013,40.62000435696672,POINT (-74.01160931567013 40.62000435696672)
1298,-74.00071998244906,40.60136517668604,POINT (-74.00071998244906 40.60136517668604)
1299,-73.87628477132512,40.68673968389325,POINT (-73.87628477132512 40.68673968389325)
1300,-73.95347630402115,40.60023764951147,POINT (-73.95347630402115 40.60023764951147)
1301,-74.00143969212115,40.57289526261588,POINT (-74.00143969212115 40.57289526261588)
1302,-73.89657016935683,40.64960325356599,POINT (-73.89657016935683 40.64960325356599)
1303,-73.97685870554946,40.590256989424525,POINT (-73.97685870554946 40.590256989424525)
1305,-73.93340940467316,40.577511487316805,POINT (-73.93340940467316 40.577511487316805)
1306,-73.98054415730184,40.65873298936314,POINT (-73.98054415730184 40.65873298936314)
1307,-74.00197420479037,40.6777233931932,POINT (-74.00197420479037 40.6777233931932)
1308,-73.9571819663326,40.595589993325,POINT (-73.9571819663326 40.595589993325)
1309,-73.99629056489572,40.67391897807964,POINT (-73.99629056489572 40.67391897807964)
1310,-74.00782320594082,40.661453585593605,POINT (-74.00782320594082 40.661453585593605)
1311,-73.86685302864178,40.58875332124978,POINT (-73.86685302864178 40.58875332124978)
1312,-73.99070754590373,40.61000445611848,POINT (-73.99070754590373 40.61000445611848)
1313,-73.98537822455164,40.63360667026383,POINT (-73.98537822455164 40.63360667026383)
1314,-73.93095666220243,40.595808919783785,POINT (-73.93095666220243 40.595808919783785)
1315,-73.93809973453526,40.66889529838491,POINT (-73.93809973453526 40.66889529838491)
1316,-74.0128425449745,40.67887272926357,POINT (-74.0128425449745 40.67887272926357)
1317,-73.96516032748586,40.61049805228648,POINT (-73.96516032748586 40.61049805228648)
1318,-74.028544736683,40.61241749334671,POINT (-74.028544736683 40.61241749334671)
1319,-73.96767996222864,40.58580414619248,POINT (-73.96767996222864 40.58580414619248)
1320,-73.87182917447555,40.667374517554265,POINT (-73.87182917447555 40.667374517554265)
1321,-73.93622441797233,40.588777258157485,POINT (-73.93622441797233 40.588777258157485)
1322,-73.91761504168234,40.65030438370133,POINT (-73.91761504168234 40.65030438370133)
1323,-73.91695393876451,40.62786608762512,POINT (-73.91695393876451 40.62786608762512)
1324,-73.9981934769058,40.61896049600227,POINT (-73.9981934769058 40.61896049600227)
1328,-74.00413691136154,40.61589125613195,POINT (-74.00413691136154 40.61589125613195)
1329,-73.89985909058615,40.62933760654228,POINT (-73.89985909058615 40.62933760654228)
1330,-73.87529340360977,40.67049663956524,POINT (-73.87529340360977 40.67049663956524)
1331,-73.9134928619303,40.6515547167777,POINT (-73.9134928619303 40.6515547167777)
1332,-73.94541829517802,40.624887544599176,POINT (-73.94541829517802 40.624887544599176)
1333,-73.93213410732305,40.584045635294814,POINT (-73.93213410732305 40.584045635294814)
1334,-73.99255739692367,40.63543425144584,POINT (-73.99255739692367 40.63543425144584)
1335,-73.90429797669479,40.68245126573508,POINT (-73.90429797669479 40.68245126573508)
1336,-73.93488394329239,40.6480238413948,POINT (-73.93488394329239 40.6480238413948)
1338,-73.91335767786546,40.64067607497151,POINT (-73.91335767786546 40.64067607497151)
1339,-73.96095469655447,40.61574718242336,POINT (-73.96095469655447 40.61574718242336)
1340,-73.91983793803779,40.6922201134051,POINT (-73.91983793803779 40.6922201134051)
1341,-73.98612887987561,40.60695450998721,POINT (-73.98612887987561 40.60695450998721)
1342,-73.99617844003521,40.629401612016935,POINT (-73.99617844003521 40.629401612016935)
1344,-73.94231365471803,40.60298582835971,POINT (-73.94231365471803 40.60298582835971)
1345,-73.91205462598535,40.62224397392971,POINT (-73.91205462598535 40.62224397392971)
1346,-73.94289415220805,40.63410850662685,POINT (-73.94289415220805 40.63410850662685)
1348,-73.95642157759268,40.689974137183725,POINT (-73.95642157759268 40.689974137183725)
1349,-73.92505324208149,40.61785566868028,POINT (-73.92505324208149 40.61785566868028)
1350,-73.95682621967174,40.69151676590051,POINT (-73.95682621967174 40.69151676590051)
1351,-73.92178459577043,40.6925676318683,POINT (-73.92178459577043 40.6925676318683)
1352,-73.9466748636432,40.72119615804099,POINT (-73.9466748636432 40.72119615804099)
1353,-73.87853522467965,40.673312327303954,POINT (-73.87853522467965 40.673312327303954)
1354,-73.91612121887688,40.68373898124643,POINT (-73.91612121887688 40.68373898124643)
1355,-73.92179080852902,40.68125086084746,POINT (-73.92179080852902 40.68125086084746)
1357,-73.94704139511144,40.65005353761768,POINT (-73.94704139511144 40.65005353761768)
1358,-73.98820705010075,40.68736949830858,POINT (-73.98820705010075 40.68736949830858)
1359,-73.980911195955,40.57683249859992,POINT (-73.980911195955 40.57683249859992)
1360,-73.97538245288848,40.680491576193845,POINT (-73.97538245288848 40.680491576193845)
1361,-73.95329308635453,40.702246004971,POINT (-73.95329308635453 40.702246004971)
1362,-73.9838816629436,40.65448146991758,POINT (-73.9838816629436 40.65448146991758)
1364,-73.95936197680678,40.71378829891515,POINT (-73.95936197680678 40.71378829891515)
1366,-73.97881316780202,40.65491029912408,POINT (-73.97881316780202 40.65491029912408)
1367,-73.94126494463686,40.65510523512681,POINT (-73.94126494463686 40.65510523512681)
1369,-73.92860651278245,40.592159894025606,POINT (-73.92860651278245 40.592159894025606)
1370,-73.88775733168563,40.67896450418292,POINT (-73.88775733168563 40.67896450418292)
1371,-73.94165626526218,40.68948770815337,POINT (-73.94165626526218 40.68948770815337)
1372,-73.91153538246705,40.69034767136232,POINT (-73.91153538246705 40.69034767136232)
1373,-73.92221786161757,40.67838719433235,POINT (-73.92221786161757 40.67838719433235)
1374,-74.01164505812858,40.57608413361497,POINT (-74.01164505812858 40.57608413361497)
1375,-73.94742594909346,40.71869038200884,POINT (-73.94742594909346 40.71869038200884)
1376,-73.96543936265074,40.5793703419648,POINT (-73.96543936265074 40.5793703419648)
1377,-73.91981854598959,40.61811457020275,POINT (-73.91981854598959 40.61811457020275)
1378,-73.94746621523036,40.66701973792255,POINT (-73.94746621523036 40.66701973792255)
1379,-73.94614390905771,40.649544657843954,POINT (-73.94614390905771 40.649544657843954)
1380,-73.94016688314834,40.7241954710649,POINT (-73.94016688314834 40.7241954710649)
1381,-73.93666204418476,40.69042393749531,POINT (-73.93666204418476 40.69042393749531)
1382,-73.9524942022598,40.578525498093214,POINT (-73.9524942022598 40.578525498093214)
1383,-73.9647635009812,40.5957435651517,POINT (-73.9647635009812 40.5957435651517)
1384,-73.96442345479745,40.61187552110415,POINT (-73.96442345479745 40.61187552110415)
1385,-73.9298423641469,40.658255052247085,POINT (-73.9298423641469 40.658255052247085)
1386,-73.93489745973,40.675583002263366,POINT (-73.93489745973 40.675583002263366)
1387,-73.98435093986487,40.64913156088924,POINT (-73.98435093986487 40.64913156088924)
1388,-73.99594925591234,40.62200470131585,POINT (-73.99594925591234 40.62200470131585)
1389,-73.89486178458121,40.60738107405112,POINT (-73.89486178458121 40.60738107405112)
1390,-74.00492517310676,40.63839393130269,POINT (-74.00492517310676 40.63839393130269)
1391,-74.00068908053838,40.650543558076166,POINT (-74.00068908053838 40.650543558076166)
1392,-73.9805274824272,40.64299228286614,POINT (-73.9805274824272 40.64299228286614)
1393,-73.9430274345707,40.62609065406377,POINT (-73.9430274345707 40.62609065406377)
1394,-73.95337989760112,40.64877083519752,POINT (-73.95337989760112 40.64877083519752)
1395,-73.92616597040457,40.70655275233098,POINT (-73.92616597040457 40.70655275233098)
1397,-73.95991799320629,40.63934539679962,POINT (-73.95991799320629 40.63934539679962)
1398,-73.9420373814838,40.72784212737885,POINT (-73.9420373814838 40.72784212737885)
1399,-73.88385079961206,40.68027172620359,POINT (-73.88385079961206 40.68027172620359)
1400,-73.87929916716746,40.67530474819917,POINT (-73.87929916716746 40.67530474819917)
1401,-73.92820105942961,40.64769107999559,POINT (-73.92820105942961 40.64769107999559)
1402,-73.9080833755697,40.67416943789007,POINT (-73.9080833755697 40.67416943789007)
1403,-73.94140993939415,40.659498553869966,POINT (-73.94140993939415 40.659498553869966)
1404,-73.93374579336269,40.6230053600191,POINT (-73.93374579336269 40.6230053600191)
1405,-73.9508019045132,40.59794885444117,POINT (-73.9508019045132 40.59794885444117)
1406,-73.94034061389176,40.672841177063525,POINT (-73.94034061389176 40.672841177063525)
1408,-73.93468429557949,40.576149897223786,POINT (-73.93468429557949 40.576149897223786)
1409,-73.98845776720758,40.61579329340061,POINT (-73.98845776720758 40.61579329340061)
1410,-73.98676967082986,40.62827413800596,POINT (-73.98676967082986 40.62827413800596)
1411,-73.95471346077267,40.719943244046064,POINT (-73.95471346077267 40.719943244046064)
1412,-73.86672405081036,40.64113962393228,POINT (-73.86672405081036 40.64113962393228)
1413,-73.97563995835526,40.61257825187788,POINT (-73.97563995835526 40.61257825187788)
1414,-74.01323941504441,40.64181167287844,POINT (-74.01323941504441 40.64181167287844)
1415,-73.87920629234007,40.618905980249615,POINT (-73.87920629234007 40.618905980249615)
1416,-73.88904045810669,40.6765162519829,POINT (-73.88904045810669 40.6765162519829)
1417,-73.9494765193267,40.66639108912926,POINT (-73.9494765193267 40.66639108912926)
1418,-74.00849606674555,40.65401825244498,POINT (-74.00849606674555 40.65401825244498)
1419,-74.01715543678242,40.62841562335711,POINT (-74.01715543678242 40.62841562335711)
1420,-74.02131813880322,40.65359352036317,POINT (-74.02131813880322 40.65359352036317)
1421,-73.98489671690525,40.70221891270947,POINT (-73.98489671690525 40.70221891270947)
1422,-73.9313633015585,40.62051311219072,POINT (-73.9313633015585 40.62051311219072)
1423,-73.96577685660871,40.703428727438464,POINT (-73.96577685660871 40.703428727438464)
1424,-73.92674474653542,40.68109287770866,POINT (-73.92674474653542 40.68109287770866)
1425,-73.93133505780574,40.688753977033386,POINT (-73.93133505780574 40.688753977033386)
1426,-73.96486359673547,40.64040885646259,POINT (-73.96486359673547 40.64040885646259)
1427,-73.96124259029729,40.674866260968216,POINT (-73.96124259029729 40.674866260968216)
1428,-73.98172023922625,40.60089611421522,POINT (-73.98172023922625 40.60089611421522)
1429,-73.9584117576502,40.59864764481862,POINT (-73.9584117576502 40.59864764481862)
1430,-74.01682762735496,40.648104064813154,POINT (-74.01682762735496 40.648104064813154)
1431,-73.95581005584953,40.66749797962018,POINT (-73.95581005584953 40.66749797962018)
1432,-73.89816184142781,40.67844500337807,POINT (-73.89816184142781 40.67844500337807)
1433,-73.98686064269513,40.67016115701861,POINT (-73.98686064269513 40.67016115701861)
1434,-73.93948117546245,40.60623814615394,POINT (-73.93948117546245 40.60623814615394)
1435,-73.91717462074585,40.64578941157791,POINT (-73.91717462074585 40.64578941157791)
1436,-73.97706905755122,40.58055279933236,POINT (-73.97706905755122 40.58055279933236)
1438,-73.95921151522738,40.73385130383531,POINT (-73.95921151522738 40.73385130383531)
1441,-73.93063713264807,40.64499716386609,POINT (-73.93063713264807 40.64499716386609)
1442,-73.94166600006392,40.69290887944648,POINT (-73.94166600006392 40.69290887944648)
1444,-73.86704857113533,40.66753762568973,POINT (-73.86704857113533 40.66753762568973)
1445,-73.92183305606899,40.66317287449999,POINT (-73.92183305606899 40.66317287449999)
1446,-73.98605243513882,40.649147456615694,POINT (-73.98605243513882 40.649147456615694)
1447,-73.99830343852723,40.68443669678342,POINT (-73.99830343852723 40.68443669678342)
1448,-73.99669174168588,40.690311833040205,POINT (-73.99669174168588 40.690311833040205)
1450,-73.95601920813098,40.61282714872521,POINT (-73.95601920813098 40.61282714872521)
1451,-73.8657594163781,40.58518942272189,POINT (-73.8657594163781 40.58518942272189)
1452,-74.01239842980004,40.62479654239064,POINT (-74.01239842980004 40.62479654239064)
1453,-73.88838645778385,40.656744217482185,POINT (-73.88838645778385 40.656744217482185)
1454,-74.03961130635876,40.62051600747307,POINT (-74.03961130635876 40.62051600747307)
1455,-73.92567949491591,40.589829086117646,POINT (-73.92567949491591 40.589829086117646)
1456,-73.99640646826127,40.61291196644732,POINT (-73.99640646826127 40.61291196644732)
1457,-73.91795314696681,40.68672672427509,POINT (-73.91795314696681 40.68672672427509)
1458,-73.94428888053162,40.627936566582406,POINT (-73.94428888053162 40.627936566582406)
1459,-73.88693204582198,40.672713508446265,POINT (-73.88693204582198 40.672713508446265)
1460,-73.95153045891509,40.62416583494773,POINT (-73.95153045891509 40.62416583494773)
1461,-73.86038384625077,40.664807988245336,POINT (-73.86038384625077 40.664807988245336)
1462,-73.87795575622148,40.69096852124426,POINT (-73.87795575622148 40.69096852124426)
1463,-73.96925548944047,40.593770386987664,POINT (-73.96925548944047 40.593770386987664)
